Test ID,Test Name,Token Value,Mobile Applicable?,Is Public?,Test Type,Test Description,Item Count,Estimated Time,category:Accounting Knowledge,category:Accounting Office,category:Banking,category:Behavioral + Cognitive Profile,category:Behavioral Profile,category:Call Center,category:Clerical Office,category:Digital Literacy,category:Food Services,category:Gaming,category:Industrial,category:IT Skills,category:Legal,category:Medical Knowledge,category:Medical Office,category:Microsoft Office Skills,category:Nursing,category:Retail Sales,category:Software Skills,category:Staffing Services Management,industry:Banking/Finance,industry:Food Services,industry:Gaming/Hospitality,industry:Healthcare,industry:Information Technology,industry:Legal Services,industry:Manufacturing/Logistics,industry:Retail,industry:Staffing Services,language:Dutch,language:English,language:English for Australia,language:English for Canada,language:English for New Zealand,language:English for South Africa,language:English for UK,language:French,language:French Canadian,language:German,language:Italian,language:Spanish,language:Spanish for North America,level:Advanced Skills,level:Basic Skills,level:Entry Level Behavioral/Cognitive,level:Management Level Behavioral/Cognitive,level:Professional Level Behavioral/Cognitive,level:Standard Skills,productGroup:Accounting,productGroup:Bank Teller,productGroup:Behavioral/Cognitive Profile,productGroup:Call Center Skills,productGroup:Checking,productGroup:Coding,productGroup:Customer Service,productGroup:Data Entry,productGroup:DeltaView,productGroup:Digital Literacy,productGroup:Eclipse,productGroup:Filing,productGroup:Finance,productGroup:Food Service Skills,productGroup:Gaming Skills,productGroup:Grammar,productGroup:HIPAA,productGroup:Industrial Safety,productGroup:Industrial Skills,productGroup:Legal Knowledge,productGroup:Light Industrial Skills,productGroup:Lotus Notes,productGroup:Math,productGroup:Medical Knowledge,productGroup:Medical Office Skills,productGroup:Microsoft Access,productGroup:Microsoft Excel,productGroup:Microsoft FrontPage,productGroup:Microsoft Internet Explorer,productGroup:Microsoft Outlook,productGroup:Microsoft PowerPoint,productGroup:Microsoft Project,productGroup:Microsoft Publisher,productGroup:Microsoft Windows,productGroup:Microsoft Word,productGroup:MYOB,productGroup:Nursing Knowledge,productGroup:Office Manager Skills,productGroup:Peachtree,productGroup:Postal Codes,productGroup:Programming Skills,productGroup:Proofreading,productGroup:QuickBooks,productGroup:Reading Comprehension,productGroup:Receptionist Skills,productGroup:Retail Sales Skills,productGroup:Secretarial Skills,productGroup:Shorthand,productGroup:Spelling,productGroup:Staffing Knowledge,productGroup:Telemarketing Skills,productGroup:Telephone Skills,productGroup:Ten Key Test,productGroup:Transcription,productGroup:Translation - Spanish to English,productGroup:Typing Test,productGroup:Vocabulary,productGroup:Workplace English Usage (Spanish)
EN_LGLA2,"Legal - Legal Assistant (Advanced)",1,false,true,Standard,"This test measures more in-depth knowledge of Legal Terminology, Commercial Law, Legal Documents, General Law, Labor Law, Litigation, Property, Research (US based).",45,30 minutes,,,,,,,,,,,,,Legal,,,,,,,,,,,,,Legal Services,,,,,English,,,,,,,,,,,,Advanced Skills,,,,,,,,,,,,,,,,,,,,,,,,,Legal Knowledge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EN_LGLCO,"Legal - Commercial Law",1,false,true,Standard,"This test examines knowledge of contracts, business torts, negligence and due diligence, bankruptcy, intellectual property, codes and regulations, business organization, consumer protection, fraud and general property rights.",40,30 minutes,,,,,,,,,,,,,Legal,,,,,,,,,,,,,Legal Services,,,,,English,,,,,,,,,,,,,,,,,Standard Skills,,,,,,,,,,,,,,,,,,,,Legal Knowledge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EN_LGLCR,"Legal - Criminal Law",1,false,true,Standard,"This test assesses knowledge of felonies and misdemeanors, legal defenses, police procedures, evidence and warrants, civil rights, law enforcement and jurisdiction.",45,30 minutes,,,,,,,,,,,,,Legal,,,,,,,,,,,,,Legal Services,,,,,English,,,,,,,,,,,,,,,,,Standard Skills,,,,,,,,,,,,,,,,,,,,Legal Knowledge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EN_LGLDO,"Legal - Documents",1,false,true,Standard,"This test assesses the ability to apply legal document production standards, as well as recognize business organization documents, legal consent and capacity issues, contracts and commercial transaction documents, statements, oaths, affirmations, and probate.",45,30 minutes,,,,,,,,,,,,,Legal,,,,,,,,,,,,,Legal Services,,,,,English,,,,,,,,,,,,,,,,,Standard Skills,,,,,,,,,,,,,,,,,,,,Legal Knowledge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EN_LGLGE,"Legal - General Law",1,false,true,Standard,"This test measures a candidate‰Ûªs general knowledge of administrative law, legal foundations, jurisdiction, types of law and legal practice, government and governmental regulations, charges and complaints, major legal cases, court structures, and court orders.",45,30 minutes,,,,,,,,,,,,,Legal,,,,,,,,,,,,,Legal Services,,,,,English,,,,,,,,,,,,,,,,,Standard Skills,,,,,,,,,,,,,,,,,,,,Legal Knowledge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EN_LGLLA,"Legal - Labor Law",1,false,true,Standard,"This test focuses on employer-employee relationships, including safety and work conditions, sexual harassment issues, wages and benefits, alternative dispute resolution, employee classification, workplace discrimination, and hiring and screening.",45,30 minutes,,,,,,,,,,,,,Legal,,,,,,,,,,,,,Legal Services,,,,,English,,,,,,,,,,,,,,,,,Standard Skills,,,,,,,,,,,,,,,,,,,,Legal Knowledge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EN_LGLLI,"Legal - Litigation",1,false,true,Standard,"This test focuses on litigation terminology and procedures, including liability, jurisdiction issues, evidence and testimony, trial procedures, court orders and verdicts, alternative dispute resolution methods, litigation preparation, work product, motions and court filings, and cause of action.",45,30 minutes,,,,,,,,,,,,,Legal,,,,,,,,,,,,,Legal Services,,,,,English,,,,,,,,,,,,,,,,,Standard Skills,,,,,,,,,,,,,,,,,,,,Legal Knowledge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EN_LGLME,"Legal - Medical Law",1,false,true,Standard,"This test measure knowledge of medical records, patient privacy and confidentiality, HIPAA, payment and credit procedures, drug administration and control, medical negligence and malpractice, standards of care, standards of practice, and government regulation.",50,30 minutes,,,,,,,,,,,,,Legal,,,,,,,,,,,,,Legal Services,,,,,English,,,,,,,,,,,,,,,,,Standard Skills,,,,,,,,,,,,,,,,,,,,Legal Knowledge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EN_LGLP1,"Legal - Paralegal",1,false,true,Standard,"This test measures knowledge of Legal Terminology, Commercial Law, Criminal Law, Legal Documents, Litigation, Property, Research (US based).",55,30 minutes,,,,,,,,,,,,,Legal,,,,,,,,,,,,,Legal Services,,,,,English,,,,,,,,,,,,,,,,,Standard Skills,,,,,,,,,,,,,,,,,,,,Legal Knowledge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EN_LGLP2,"Legal - Paralegal (Advanced)",1,false,true,Standard,"This test measures knowledge of Legal Terminology, Commercial Law, Legal Documents, General Law, Litigation, Research, Criminal Law (US based).",55,30 minutes,,,,,,,,,,,,,Legal,,,,,,,,,,,,,Legal Services,,,,,English,,,,,,,,,,,,Advanced Skills,,,,,,,,,,,,,,,,,,,,,,,,,Legal Knowledge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EN_LGLPR,"Legal - Property Law",1,false,true,Standard,"This test focuses on landlord-tenant relations, real estate, real estate finance, land use and rights of way, probate and estates, general property concepts, property and negligence, personal property, intellectual property, and property divisions.",45,30 minutes,,,,,,,,,,,,,Legal,,,,,,,,,,,,,Legal Services,,,,,English,,,,,,,,,,,,,,,,,Standard Skills,,,,,,,,,,,,,,,,,,,,Legal Knowledge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EN_LGLRE,"Legal - Research",1,false,true,Standard,"This test measures the ability to recognize and use all types of legal documents, including standard legal references, legal publications and periodicals and legal briefs.  The test also assesses understanding of legal foundations and principles.",45,30 minutes,,,,,,,,,,,,,Legal,,,,,,,,,,,,,Legal Services,,,,,English,,,,,,,,,,,,,,,,,Standard Skills,,,,,,,,,,,,,,,,,,,,Legal Knowledge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EN_LGLTE,"Legal - Terminology",1,false,true,Standard,"This test measures a candidate‰Ûªs ability to understand and apply advanced legal terminology, with questions covering corporate structures and processes, Latin phrases and terms commonly used in legal environments and contracts.",45,30 minutes,,,,,,,,,,,,,Legal,,,,,,,,,,,,,Legal Services,,,,,English,,,,,,,,,,,,,,,,,Standard Skills,,,,,,,,,,,,,,,,,,,,Legal Knowledge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EN_LONAD,"Lotus Notes Admin",1,false,true,Standard,"Questions covering the administration component of Lotus Notes, topics such as agents, groups, database maintenance, domino security and implementation, domino and client configuration, troubleshooting domino server, registering users and templates.",44,35 minutes,,,,,,,,,,,,IT Skills,,,,,,,Software Skills,,,,,,Information Technology,,,,,,English,,,,,,,,,,,,,,,,,Standard Skills,,,,,,,,,,,,,,,,,,,,,,Lotus Notes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EN_LONLN,"Lotus Notes End-User",1,false,true,Standard,"Questions covering the end user component of Lotus Notes, topics such as browser features, calendar and scheduling, databases and documents, email as well as notes terminology.",30,35 minutes,,,,,,,,,,,,IT Skills,,,,,,,Software Skills,,,,,,Information Technology,,,,,,English,,,,,,,,,,,,,,,,,Standard Skills,,,,,,,,,,,,,,,,,,,,,,Lotus Notes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EN_LTRAB,"Letter Setup - Alternative Block",1,false,true,Standard,"Examinees are asked to set up a standard letter in the alternative block format.",3,10 minutes,,,,,,,Clerical Office,,,,,,,,,,,,,,Banking/Finance,,,Healthcare,,Legal Services,Manufacturing/Logistics,Retail,,,English,,,,,,,,,,,,,,,,,Standard Skills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Secretarial Skills,,,,,,,,,,,
EN_LTRBL,"Letter Setup - Block",1,false,true,Standard,"Examinees are asked to set up a standard letter in the standard block format.",3,10 minutes,,,,,,,Clerical Office,,,,,,,,,,,,,,Banking/Finance,,,Healthcare,,Legal Services,Manufacturing/Logistics,Retail,,,English,,,,,,,,,,,,,,,,,Standard Skills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Secretarial Skills,,,,,,,,,,,
EN_LTRLH,"Letter Setup - Letter Head Block",1,false,true,Standard,"Examinees are asked to set up a standard letter in the letter head block format.",3,10 minutes,,,,,,,Clerical Office,,,,,,,,,,,,,,Banking/Finance,,,Healthcare,,Legal Services,Manufacturing/Logistics,Retail,,,English,,,,,,,,,,,,,,,,,Standard Skills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Secretarial Skills,,,,,,,,,,,
EN_LTRP2,"Proofreading - Error Detection 2",1,false,true,Form B,"Examinees must find and highlight 20 errors found in on-screen text.",0,10 minutes,,,,,,,Clerical Office,,,,,,,,,,,,,,Banking/Finance,,Gaming/Hospitality,Healthcare,,Legal Services,Manufacturing/Logistics,Retail,,,English,,,,,,,,,,,,,,,,,Standard Skills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EN_LTRPR,"Proofreading - Error Detection",1,false,true,Standard,"Examinees must find and highlight 20 errors found in on-screen text.",0,10 minutes,,,,,,,Clerical Office,,,,,,,,,,,,,,Banking/Finance,,,Healthcare,,Legal Services,Manufacturing/Logistics,Retail,,,English,,,,,,,,,,,,,,,,,Standard Skills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EN_LTRSB,"Letter Setup - Semi Block",1,false,true,Standard,"Examinees are asked to set up a standard letter in the semi-block format.",3,10 minutes,,,,,,,Clerical Office,,,,,,,,,,,,,,Banking/Finance,,,Healthcare,,Legal Services,Manufacturing/Logistics,Retail,,,English,,,,,,,,,,,,,,,,,Standard Skills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Secretarial Skills,,,,,,,,,,,
EN_ME3AB,"Medical Test - Abbreviations - (2011)",1,false,true,Standard,"Questions covering knowledge of standard medical and health insurance abbreviations.",20,25 minutes,,,,,,,,,,,,,,Medical Knowledge,,,,,,,,,,Healthcare,,,,,,,English,,,,,,,,,,,,,,,,,Standard Skills,,,,,,,,,,,,,,,,,,,,,,,,Medical Knowledge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EN_ME3BE,"Medical Billing - Entry Level - (2011)",1,false,true,Standard,"Multiple-choice beginner questions on medical billings topics such as claims procedures, rejections and forms identification.",35,30 minutes,,,,,,,,,,,,,,,Medical Office,,,,,,,,,Healthcare,,,,,,,English,,,,,,,,,,,,,Basic Skills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medical Office Skills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EN_ME3BS,"Medical Billing - Standard - (2011)",1,false,true,Standard,"Questions covering standard medical billing practices in the United States.",45,35 minutes,,,,,,,,,,,,,,,Medical Office,,,,,,,,,Healthcare,,,,,,,English,,,,,,,,,,,,,,,,,Standard Skills,,,,,,,,,,,,,,,,,,,,,,,,,Medical Office Skills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EN_ME3CA,"Medical Test - Cardiovascular - (2011)",1,false,true,Standard,"Questions covering basic knowledge of the cardiovascular system.",20,25 minutes,,,,,,,,,,,,,,Medical Knowledge,,,,,,,,,,Healthcare,,,,,,,English,,,,,,,,,,,,,,,,,Standard Skills,,,,,,,,,,,,,,,,,,,,,,,,Medical Knowledge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EN_ME3CD,"Medical Coding - Standard - (2011)",1,false,true,Standard,"Questions covering ICD-9-CM Coding.",30,30 minutes,,,,,,,,,,,,,,,Medical Office,,,,,,,,,Healthcare,,,,,,,English,,,,,,,,,,,,,,,,,Standard Skills,,,,,,,,,,,,,,,,,,,,,,,,,Medical Office Skills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EN_ME3DN,"Medical Test - Dental - (2011)",1,false,true,Standard,"Questions covering basic knowledge of human dentition and dental practices.",20,25 minutes,,,,,,,,,,,,,,Medical Knowledge,,,,,,,,,,Healthcare,,,,,,,English,,,,,,,,,,,,,,,,,Standard Skills,,,,,,,,,,,,,,,,,,,,,,,,Medical Knowledge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EN_ME3EN,"Medical Test - Endocrine - (2011)",1,false,true,Standard,"Questions covering basic knowledge of the endocrine system.",20,25 minutes,,,,,,,,,,,,,,Medical Knowledge,,,,,,,,,,Healthcare,,,,,,,English,,,,,,,,,,,,,,,,,Standard Skills,,,,,,,,,,,,,,,,,,,,,,,,Medical Knowledge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EN_ME3FM,"Medical Billing - Forms - (2011)",1,false,true,Standard,"Questions covering standard health insurance billing forms in the United States.",45,35 minutes,,,,,,,,,,,,,,,Medical Office,,,,,,,,,Healthcare,,,,,,,English,,,,,,,,,,,,,,,,,Standard Skills,,,,,,,,,,,,,,,,,,,,,,,,,Medical Office Skills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EN_ME3GI,"Medical Test - Gastrointestinal - (2011)",1,false,true,Standard,"Questions covering basic knowledge of the gastrointestinal system.",20,25 minutes,,,,,,,,,,,,,,Medical Knowledge,,,,,,,,,,Healthcare,,,,,,,English,,,,,,,,,,,,,,,,,Standard Skills,,,,,,,,,,,,,,,,,,,,,,,,Medical Knowledge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EN_ME3IG,"Medical Test - Integumentary - (2011)",1,false,true,Standard,"Questions covering basic knowledge of the integumentary system.",20,25 minutes,,,,,,,,,,,,,,Medical Knowledge,,,,,,,,,,Healthcare,,,,,,,English,,,,,,,,,,,,,,,,,Standard Skills,,,,,,,,,,,,,,,,,,,,,,,,Medical Knowledge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EN_ME3MI,"Medical Test - Medical Insurance - (2011)",1,false,true,Standard,"Questions covering basic knowledge of U.S. medical insurance practices.",20,25 minutes,,,,,,,,,,,,,,,Medical Office,,,,,,,,,Healthcare,,,,,,,English,,,,,,,,,,,,,,,,,Standard Skills,,,,,,,,,,,,,,,,,,,,,,,,Medical Knowledge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EN_ME3MS,"Medical Secretary Test - (2011)",1,false,true,Standard,"Questions covering basic medical secretary knowledge and skills.",30,30 minutes,,,,,,,,,,,,,,,Medical Office,,,,,,,,,Healthcare,,,,,,,English,,,,,,,,,,,,,,,,,Standard Skills,,,,,,,,,,,,,,,,,,,,,,,,,Medical Office Skills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EN_ME3NV,"Medical Test - Neurological - (2011)",1,false,true,Standard,"Questions covering basic knowledge of the nervous system.",20,25 minutes,,,,,,,,,,,,,,Medical Knowledge,,,,,,,,,,Healthcare,,,,,,,English,,,,,,,,,,,,,,,,,Standard Skills,,,,,,,,,,,,,,,,,,,,,,,,Medical Knowledge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EN_ME3OL,"Medical Test - Otolaryngology - (2011)",1,false,true,Standard,"Questions covering basic knowledge of otolaryngology.",20,25 minutes,,,,,,,,,,,,,,Medical Knowledge,,,,,,,,,,Healthcare,,,,,,,English,,,,,,,,,,,,,,,,,Standard Skills,,,,,,,,,,,,,,,,,,,,,,,,Medical Knowledge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EN_ME3ON,"Medical Test - Oncological - (2011)",1,false,true,Standard,"Questions covering basic knowledge of human oncology.",20,25 minutes,,,,,,,,,,,,,,Medical Knowledge,,,,,,,,,,Healthcare,,,,,,,English,,,,,,,,,,,,,,,,,Standard Skills,,,,,,,,,,,,,,,,,,,,,,,,Medical Knowledge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EN_ME3OP,"Medical Test - Ophthalmological - (2011)",1,false,true,Standard,"Questions covering basic knowledge of ophthalmology.",20,25 minutes,,,,,,,,,,,,,,Medical Knowledge,,,,,,,,,,Healthcare,,,,,,,English,,,,,,,,,,,,,,,,,Standard Skills,,,,,,,,,,,,,,,,,,,,,,,,Medical Knowledge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EN_ME3PD,"Medical Test - Pediatric - (2011)",1,false,true,Standard,"Questions covering basic knowledge of pediatrics.",20,25 minutes,,,,,,,,,,,,,,Medical Knowledge,,,,,,,,,,Healthcare,,,,,,,English,,,,,,,,,,,,,,,,,Standard Skills,,,,,,,,,,,,,,,,,,,,,,,,Medical Knowledge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EN_ME3PH,"Medical Test - Pharmacological - (2011)",1,false,true,Standard,"Questions covering basic knowledge of pharmacology.",20,25 minutes,,,,,,,,,,,,,,Medical Knowledge,,,,,,,,,,Healthcare,,,,,,,English,,,,,,,,,,,,,,,,,Standard Skills,,,,,,,,,,,,,,,,,,,,,,,,Medical Knowledge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EN_ME3PS,"Medical Test - Prefixes and Suffixes - (2011)",1,false,true,Standard,"Questions covering basic knowledge of prefixes and suffixes used in medical terminology.",40,35 minutes,,,,,,,,,,,,,,,Medical Office,,,,,,,,,Healthcare,,,,,,,English,,,,,,,,,,,,,,,,,Standard Skills,,,,,,,,,,,,,,,,,,,,,,,,Medical Knowledge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EN_ME3PY,"Medical Test - Psychiatric - (2011)",1,false,true,Standard,"Questions covering basic knowledge of psychiatry.",20,25 minutes,,,,,,,,,,,,,,Medical Knowledge,,,,,,,,,,Healthcare,,,,,,,English,,,,,,,,,,,,,,,,,Standard Skills,,,,,,,,,,,,,,,,,,,,,,,,Medical Knowledge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EN_ME3R,"Medical Records Administrator - (2011)",1,false,true,Standard,"This test measures knowledge of Records, Analysis, Environment, Systems/Technology, Organization/Management.",40,35 minutes,,,,,,,,,,,,,,,Medical Office,,,,,,,,,Healthcare,,,,,,,English,,,,,,,,,,,,,,,,,Standard Skills,,,,,,,,,,,,,,,,,,,,,,,,,Medical Office Skills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EN_ME3RE,"Medical Test - Respiratory - (2011)",1,false,true,Standard,"Questions covering basic knowledge of the human respiratory system.",20,25 minutes,,,,,,,,,,,,,,Medical Knowledge,,,,,,,,,,Healthcare,,,,,,,English,,,,,,,,,,,,,,,,,Standard Skills,,,,,,,,,,,,,,,,,,,,,,,,Medical Knowledge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EN_ME3SK,"Medical Test - Musculoskeletal - (2011)",1,false,true,Standard,"Questions covering basic knowledge of the musculoskeletal system.",20,25 minutes,,,,,,,,,,,,,,Medical Knowledge,,,,,,,,,,Healthcare,,,,,,,English,,,,,,,,,,,,,,,,,Standard Skills,,,,,,,,,,,,,,,,,,,,,,,,Medical Knowledge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EN_ME3UR,"Medical Test - Urogenital - (2011)",1,false,true,Standard,"Questions covering basic knowledge of the human urinogenital system.",20,25 minutes,,,,,,,,,,,,,,Medical Knowledge,,,,,,,,,,Healthcare,,,,,,,English,,,,,,,,,,,,,,,,,Standard Skills,,,,,,,,,,,,,,,,,,,,,,,,Medical Knowledge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EN_MTH01,"Math - General 2 - (timed 20min)",1,false,true,Timed 20min,"This test contains questions that measure  commonly used math skills, such as addition, subtraction, multiplication, division and percentages. Timed 20 minutes maximum.",0,20 minutes,,,,,,,Clerical Office,,,,,,,,,,,,,,Banking/Finance,,Gaming/Hospitality,Healthcare,Information Technology,Legal Services,Manufacturing/Logistics,Retail,,,English,,,,,,,,,,,,,,,,,Standard Skills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EN_MTHG2,"Math - General 2",1,false,true,Form B,"This test contains questions that measure  commonly used math skills, such as addition, subtraction, multiplication, division and percentages.",30,20 minutes,,,,,,,Clerical Office,,,,,,,,,,,,,,Banking/Finance,,Gaming/Hospitality,Healthcare,Information Technology,Legal Services,Manufacturing/Logistics,Retail,,,English,,,,,,,,,,,,,,,,,Standard Skills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EN_MTHGN,"Math - General",1,false,true,Standard,"This test contains questions that measure  commonly used math skills, such as addition, subtraction, multiplication, division and percentages.",30,20 minutes,,,,,,,Clerical Office,,,,,,,,,,,,,,Banking/Finance,,Gaming/Hospitality,Healthcare,Information Technology,Legal Services,Manufacturing/Logistics,Retail,,,English,,,,,,,,,,,,,,,,,Standard Skills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EN_MYBAD,"MYOB Quick Assessment - Advanced",1,false,true,Standard,"This test contains questions on the following MYOB Software skills: General Ledger, Sales, Payroll, Inventory, Card File, Reports and Forms.",25,30 minutes,,,,,,,,,,,,,,,,,,,Software Skills,,Banking/Finance,,,,,,,Retail,,,,,,,,,,,,,,,Advanced Skills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EN_MYBBE,"MYOB Quick Assessment - Beginner",1,false,true,Standard,"This test contains questions on the following MYOB Software skills: General Ledger, Sales, Payroll, Inventory, Card File, Reports and Forms, Cheque Book, and Maintenance.",25,30 minutes,,,,,,,,,,,,,,,,,,,Software Skills,,Banking/Finance,,,,,,,Retail,,,,,,,,,,,,,,,,Basic Skills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EN_MYBST,"MYOB Standard (Australia)",1,false,true,Standard,"This test contains questions on the following MYOB Software skills: General Ledger, Sales, Payroll, Inventory, Card File, Reports and Forms.",40,30 minutes,,,,,,,,,,,,,,,,,,,Software Skills,,Banking/Finance,,,,,,,Retail,,,,,,,,,,,,,,,,,,,,Standard Skills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EN_NU42A,"Nursing Skills - Medication Scenarios Test A - (2011)",1,false,true,Form A,"This test measures examinees‰Ûª ability to perform standard calculations required for the directed administration of medications, as well as knowledge of safe and effective medication procedures.",30,25 minutes,,,,,,,,,,,,,,,,,Nursing,,,,,,,Healthcare,,,,,,,English,,,,,,,,,,,,,,,,,Standard Skills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nursing Knowledge,,,,,,,,,,,,,,,,,,,,,
EN_NU42B,"Nursing Skills - Medication Scenarios Test B - (2011)",1,false,true,Form B,"This test measures examinees‰Ûª ability to perform standard calculations required for the directed administration of medications, as well as knowledge of safe and effective medication procedures.",30,25 minutes,,,,,,,,,,,,,,,,,Nursing,,,,,,,Healthcare,,,,,,,English,,,,,,,,,,,,,,,,,Standard Skills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nursing Knowledge,,,,,,,,,,,,,,,,,,,,,
EN_NU44A,"Nursing Skills - Critical Care Scenarios Test A - (2011)",1,false,true,Form A,"These two tests measure how successfully examinees can apply critical care nursing knowledge and skills across a variety of disciplines including cardio-vascular, respiratory, neurological, abdominal, renal, endocrine, and hematologic systems.",30,25 minutes,,,,,,,,,,,,,,,,,Nursing,,,,,,,Healthcare,,,,,,,English,,,,,,,,,,,,,,,,,Standard Skills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nursing Knowledge,,,,,,,,,,,,,,,,,,,,,
EN_NU44B,"Nursing Skills - Critical Care Scenarios Test B - (2011)",1,false,true,Form B,"These two tests measure how successfully examinees can apply critical care nursing knowledge and skills across a variety of disciplines including cardio-vascular, respiratory, neurological, abdominal, renal, endocrine, and hematologic systems.",30,25 minutes,,,,,,,,,,,,,,,,,Nursing,,,,,,,Healthcare,,,,,,,English,,,,,,,,,,,,,,,,,Standard Skills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nursing Knowledge,,,,,,,,,,,,,,,,,,,,,
EN_NU49A,"Nursing Skills - Labor and Delivery - (2011)",1,false,true,Standard,"This test assesses examinees‰Ûª knowledge of labor and delivery nursing, including Apgar scores, fetal positioning, labor stages, newborn norms and disorders, diagnostics, and delivery and post-delivery procedures.",30,25 minutes,,,,,,,,,,,,,,,,,Nursing,,,,,,,Healthcare,,,,,,,English,,,,,,,,,,,,,,,,,Standard Skills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nursing Knowledge,,,,,,,,,,,,,,,,,,,,,
EN_NU501,"Nursing - Certified Nurse Assistant (CNA) - (2011)",1,false,true,Standard,"This test assesses understanding and application of core resident care principles including how to recognize physical issues, how to attend to residents, and how to maintain CAN certification.",30,30 minutes,,,,,,,,,,,,,,,,,Nursing,,,,,,,Healthcare,,,,,,,English,,,,,,,,,,,,,,,,,Standard Skills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nursing Knowledge,,,,,,,,,,,,,,,,,,,,,
